USER,Reference Numbers,,Stage,Cartons,Tracking Numbers / Warehouse Location / Machine / Other Reference,Added Time,Referrer Name,Task Owner
DMEL,,,Move to Trim,,,1/16/26 14:13,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/16/26 13:57,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,5,"9622041730002134169100437626316366
9622041730002134169100437626316377
9622041730002134169100437626316388
9622041730002134169100437626316399
9622041730002134169100437626316403",1/16/26 13:40,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,9.622E+33,1/16/26 12:34,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,4,"1Z80E16V0353495366
1Z77V3120354757833
1Z80E16V0353495375
1Z77V3120354757824",1/16/26 12:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,1.00191E+33,1/16/26 12:32,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,1Z77V3120354766332,1/16/26 12:31,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,1Z6VA8590304950648,1/16/26 12:18,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,1ZY0140D0368024643,1/16/26 12:18,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,1ZA248890306753760,1/16/26 12:17,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,2,"1Z77V3120354757753
1Z77V3120354758047",1/16/26 11:59,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/16/26 11:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/16/26 11:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/16/26 11:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/16/26 11:53,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.62204E+33,1/16/26 11:44,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,2,"9622001900002134169100437626316333
9622001900002134169100437626316344",1/16/26 11:36,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/16/26 11:00,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/16/26 11:00,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Carrie's Office - Exception,2,Missing 10 piezas,1/16/26 11:00,,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/16/26 11:00,,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/16/26 10:17,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/16/26 9:46,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/16/26 9:43,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/16/26 8:45,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,5,"9622001900002134169100429922250710
9622001900002134169100429922250720
9622001900002134169100429922250683
9622001900002134169100429922250694
9622001900002134169100429922250709",1/16/26 8:36,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/16/26 8:19,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/16/26 8:18,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/16/26 8:15,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,3,"9622041730002134169100487403190313
9622041730002134169100487403190324
9622041730002134169100487403190335",1/16/26 7:58,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/16/26 7:39,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/15/26 18:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/15/26 18:32,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/15/26 18:21,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/15/26 18:07,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,1,,1/15/26 17:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/15/26 17:52,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 16:56,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 16:56,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 16:56,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/15/26 16:28,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,3,"9622001900002134169100487403190173
9622001900002134169100487403190184
9622001900002134169100487403190195",1/15/26 16:24,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.62204E+33,1/15/26 16:19,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,3,"9622001900002134169100429922250411
9622001900002134169100429922250422
9622001900002134169100429922250433",1/15/26 16:15,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,1.19527E+33,1/15/26 15:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,1,,1/15/26 15:46,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/15/26 15:17,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/15/26 15:00,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,1,,1/15/26 14:50,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 14:45,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 14:45,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 14:45,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 14:34,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 14:34,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 14:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 13:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 13:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 13:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 13:36,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 13:35,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 13:35,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,1,,1/15/26 13:30,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 12:53,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 12:53,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 12:53,,dmelendez@royalthreads.com
DMEL,,,Move to Trim,1,,1/15/26 12:48,,dmelendez@royalthreads.com
DMEL,,,Shipped,3,"9622001900002134169100487403189879
9622001900002134169100487403189880
9622001900002134169100487403189890",1/15/26 12:29,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/15/26 12:01,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/15/26 11:43,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,1.0019E+33,1/15/26 11:35,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,1.00191E+33,1/15/26 11:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/15/26 11:25,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.62204E+33,1/15/26 11:12,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,4,"9622001900002134169100487403189802
9622001900002134169100487403189813
9622001900002134169100487403189824
9622001900002134169100487403189835",1/15/26 11:06,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,1.00191E+33,1/15/26 10:55,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 10:55,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 10:55,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,1ZA248890306745377,1/15/26 10:55,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 10:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,,1/15/26 10:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 10:54,,dmelendez@royalthreads.com
DMEL,,,Product Received,1,1ZY8R6870357894895,1/15/26 10:53,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,1ZK58W770304614354,1/15/26 10:52,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,8,"1ZA248890306745706
1ZA248890306745180
1ZA248890306746867
1ZA248890306745199
1ZA248890306745171
1ZA248890306745242
1ZA248890306746983",1/15/26 10:52,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,9.622E+33,1/15/26 10:21,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,2,"9622001900005019487000497012662653
9622001900005019487000497012662664",1/15/26 10:21,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,1,9.622E+33,1/15/26 10:20,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Product Received,5,"9632001960926346474200497220208800
9632001960926346474200497220205329
9632001960926346474200497220030140
9632001960926346474200497220030060
9632001960926346474200497220030173",1/15/26 10:20,android-app://com.google.android.googlequicksearchbox/,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/15/26 8:53,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/15/26 8:23,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 8:22,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 8:22,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Paperwork Received,,,1/15/26 8:21,,dmelendez@royalthreads.com
DMEL,,,Shipped,2,"9622001900002134169100429922250190
9622001900002134169100429922250205",1/15/26 8:16,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/15/26 7:43,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,"9622001900002134169100487403189776
 
THE OTHER SHIPMENT CHARGED TOO MUCH. THIS IS THE CORRECT RIGHT LABEL AND TRACKING",1/15/26 7:35,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/15/26 7:27,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,6,"9622041730002134169100437626316208
9622041730002134169100437626316219
9622041730002134169100437626316220
9622041730002134169100437626316230
9622041730002134169100437626316241
9622041730002134169100437626316252",1/14/26 16:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/14/26 15:16,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/14/26 15:16,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,1.00191E+33,1/14/26 15:06,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/14/26 12:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/14/26 12:49,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,11,"9622001900002134169100487403189592
9622001900002134169100487403189607
9622001900002134169100487403189618
9622001900002134169100487403189629
9622001900002134169100487403189630
9622001900002134169100487403189640
9622001900002134169100487403189651
9622001900002134169100487403189662
9622001900002134169100487403189673
9622001900002134169100487403189684
9622001900002134169100487403189695",1/14/26 12:20,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/14/26 11:55,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
